82C2 00 00 00 24 FD   0
8145 00 BE 04 A5 00 214
813F 00 BE 04 A5 00 223
8141 00 BE 04 27 00 229
8144 00 BE 04 27 00 241
8145 00 BF 04 A5 00 247
813F 00 BF 04 A5 00 256
8141 00 BF 04 27 00 262
8144 00 BF 04 27 00 274
8145 00 C0 04 A5 00 280
813F 00 C0 04 A5 00 289
8141 00 C0 04 27 00 295
8144 00 C0 04 27 00 307
8145 00 C1 04 A5 00 313
813F 00 C1 04 A5 00 322
8141 00 C1 04 27 00 328
8144 00 C1 04 27 00 340
8145 00 C2 04 A5 00   5
813F 00 C2 04 A5 00  14
8141 00 C2 04 27 00  20
8144 00 C2 04 27 00  32
8145 00 C3 04 A5 00  38
813F 00 C3 04 A5 00  47
8141 00 C3 04 27 00  53
8144 00 C3 04 27 00  65
8145 00 C4 04 A5 00  71
813F 00 C4 04 A5 00  80
8141 00 C4 04 27 00  86
8144 00 C4 04 27 00  98
8145 00 C5 04 A5 00 104
813F 00 C5 04 A5 00 113
8141 00 C5 04 27 00 119
8144 00 C5 04 27 00 131
8145 00 C6 04 A5 00 137
813F 00 C6 04 A5 00 146
8141 00 C6 04 27 00 152
8144 00 C6 04 27 00 164
8145 00 C7 04 A5 00 170
813F 00 C7 04 A5 00 179
8141 00 C7 04 27 00 185
8144 00 C7 04 27 00 197
8145 00 C8 04 A5 00 203
813F 00 C8 04 A5 00 212
8141 00 C8 04 27 00 218
8144 00 C8 04 27 00 230
8145 00 C9 04 A5 00 236
813F 00 C9 04 A5 00 245
8141 00 C9 04 27 00 251
8144 00 C9 04 27 00 263
8145 00 CA 04 A5 00 269
813F 00 CA 04 A5 00 278
8141 00 CA 04 27 00 284
8144 00 CA 04 27 00 296
8145 00 CB 04 A5 00 302
813F 00 CB 04 A5 00 311
8141 00 CB 04 27 00 317
8144 00 CB 04 27 00 329
8145 00 CC 04 A5 00 335
813F 00 CC 04 A5 00   3
8141 00 CC 04 27 00   9
8144 00 CC 04 27 00  21
8145 00 CD 04 A5 00  27
813F 00 CD 04 A5 00  36
8141 00 CD 04 27 00  42
8144 00 CD 04 27 00  54
8145 00 CE 04 A5 00  60
813F 00 CE 04 A5 00  69
8141 00 CE 04 27 00  75
8144 00 CE 04 27 00  87
8145 00 CF 04 A5 00  93
813F 00 CF 04 A5 00 102
8141 00 CF 04 27 00 108
8144 00 CF 04 27 00 120
8145 00 D0 04 A5 00 126
813F 00 D0 04 A5 00 135
8141 00 D0 04 27 00 141
8144 00 D0 04 27 00 153
8145 00 D1 04 A5 00 159
813F 00 D1 04 A5 00 168
8141 00 D1 04 27 00 174
8144 00 D1 04 27 00 186
8145 00 D2 04 A5 00 192
813F 00 D2 04 A5 00 201
8141 00 D2 04 27 00 207
8144 00 D2 04 27 00 219
8145 00 D3 04 A5 00 225
813F 00 D3 04 A5 00 234
8141 00 D3 04 27 00 240
8144 00 D3 04 27 00 252
8145 00 D4 04 A5 00 258
813F 00 D4 04 A5 00 267
8141 00 D4 04 27 00 273
8144 00 D4 04 27 00 285
8145 00 D5 04 A5 00 291
813F 00 D5 04 A5 00 300
8141 00 D5 04 27 00 306
8144 00 D5 04 27 00 318
8145 00 D6 04 A5 00 324
813F 00 D6 04 A5 00 333
8141 00 D6 04 27 00 339
8144 00 D6 04 27 00  10
8145 00 D7 04 A5 00  16
813F 00 D7 04 A5 00  25
8141 00 D7 04 27 00  31
8144 00 D7 04 27 00  43
8145 00 D8 04 A5 00  49
813F 00 D8 04 A5 00  58
8141 00 D8 04 27 00  64
8144 00 D8 04 27 00  76
8145 00 D9 04 A5 00  82
813F 00 D9 04 A5 00  91
8141 00 D9 04 27 00  97
8144 00 D9 04 27 00 109
8145 00 DA 04 A5 00 115
813F 00 DA 04 A5 00 124
8141 00 DA 04 27 00 130
8144 00 DA 04 27 00 142
8145 00 DB 04 A5 00 148
813F 00 DB 04 A5 00 157
8141 00 DB 04 27 00 163
8144 00 DB 04 27 00 175
8145 00 DC 04 A5 00 181
813F 00 DC 04 A5 00 190
8141 00 DC 04 27 00 196
8144 00 DC 04 27 00 208
8145 00 DD 04 A5 00 214
813F 00 DD 04 A5 00 223
8141 00 DD 04 27 00 229
8144 00 DD 04 27 00 241
8145 00 DE 04 A5 00 247
813F 00 DE 04 A5 00 256
8141 00 DE 04 27 00 262
8144 00 DE 04 27 00 274
8145 00 DF 04 A5 00 280
813F 00 DF 04 A5 00 289
8141 00 DF 04 27 00 295
8144 00 DF 04 27 00 307
8145 00 E0 04 A5 00 313
813F 00 E0 04 A5 00 322
8141 00 E0 04 27 00 328
8144 00 E0 04 27 00 340
8145 00 E1 04 A5 00   5
813F 00 E1 04 A5 00  14
8141 00 E1 04 27 00  20
8144 00 E1 04 27 00  32
8145 00 E2 04 A5 00  38
813F 00 E2 04 A5 00  47
8141 00 E2 04 27 00  53
8144 00 E2 04 27 00  65
8145 00 E3 04 A5 00  71
813F 00 E3 04 A5 00  80
8141 00 E3 04 27 00  86
8144 00 E3 04 27 00  98
8145 00 E4 04 A5 00 104
813F 00 E4 04 A5 00 113
8141 00 E4 04 27 00 119
8144 00 E4 04 27 00 131
8145 00 E5 04 A5 00 137
813F 00 E5 04 A5 00 146
8141 00 E5 04 27 00 152
8144 00 E5 04 27 00 164
8145 00 E6 04 A5 00 170
813F 00 E6 04 A5 00 179
8141 00 E6 04 27 00 185
8144 00 E6 04 27 00 197
8145 00 E7 04 A5 00 203
813F 00 E7 04 A5 00 212
8141 00 E7 04 27 00 218
8144 00 E7 04 27 00 230
8145 00 E8 04 A5 00 236
813F 00 E8 04 A5 00 245
8141 00 E8 04 27 00 251
8144 00 E8 04 27 00 263
8145 00 E9 04 A5 00 269
813F 00 E9 04 A5 00 278
8141 00 E9 04 27 00 284
8144 00 E9 04 27 00 296
8145 00 EA 04 A5 00 302
813F 00 EA 04 A5 00 311
8141 00 EA 04 27 00 317
8144 00 EA 04 27 00 329
8145 00 EB 04 A5 00 335
813F 00 EB 04 A5 00   3
8141 00 EB 04 27 00   9
8144 00 EB 04 27 00  21
8145 00 EC 04 A5 00  27
813F 00 EC 04 A5 00  36
8141 00 EC 04 27 00  42
8144 00 EC 04 27 00  54
8145 00 ED 04 A5 00  60
813F 00 ED 04 A5 00  69
8141 00 ED 04 27 00  75
8144 00 ED 04 27 00  87
8145 00 EE 04 A5 00  93
813F 00 EE 04 A5 00 102
8141 00 EE 04 27 00 108
8144 00 EE 04 27 00 120
8145 00 EF 04 A5 00 126
813F 00 EF 04 A5 00 135
8141 00 EF 04 27 00 141
8144 00 EF 04 27 00 153
8145 00 F0 04 A5 00 159
813F 00 F0 04 A5 00 168
8141 00 F0 04 27 00 174
8144 00 F0 04 27 00 186
8145 00 F1 04 A5 00 192
813F 00 F1 04 A5 00 201
8141 00 F1 04 27 00 207
8144 00 F1 04 27 00 219
8145 00 F2 04 A5 00 225
813F 00 F2 04 A5 00 234
8141 00 F2 04 27 00 240
8144 00 F2 04 27 00 252
8145 00 F3 04 A5 00 258
813F 00 F3 04 A5 00 267
8141 00 F3 04 27 00 273
8144 00 F3 04 27 00 285
8145 00 F4 04 A5 00 291
813F 00 F4 04 A5 00 300
8141 00 F4 04 27 00 306
8144 00 F4 04 27 00 318
8145 00 F5 04 A5 00 324
813F 00 F5 04 A5 00 333
8141 00 F5 04 27 00 339
8144 00 F5 04 27 00  10
8145 00 F6 04 A5 00  16
813F 00 F6 04 A5 00  25
8141 00 F6 04 27 00  31
8144 00 F6 04 27 00  43
8145 00 F7 04 A5 00  49
813F 00 F7 04 A5 00  58
8141 00 F7 04 27 00  64
8144 00 F7 04 27 00  76
8145 00 F8 04 A5 00  82
813F 00 F8 04 A5 00  91
8141 00 F8 04 27 00  97
8144 00 F8 04 27 00 109
8145 00 F9 04 A5 00 115
813F 00 F9 04 A5 00 124
8141 00 F9 04 27 00 130
8144 00 F9 04 27 00 142
8145 00 FA 04 A5 00 148
813F 00 FA 04 A5 00 157
8141 00 FA 04 27 00 163
8144 00 FA 04 27 00 175
8145 00 FB 04 A5 00 181
813F 00 FB 04 A5 00 190
8141 00 FB 04 27 00 196
8144 00 FB 04 27 00 208
8145 00 FC 04 A5 00 214
813F 00 FC 04 A5 00 223
8141 00 FC 04 27 00 229
8144 00 FC 04 27 00 241
8145 00 FD 04 A5 00 247
813F 00 FD 04 A5 00 256
8141 00 FD 04 27 00 262
8144 00 FD 04 27 00 274
8145 00 FE 04 A5 00 280
813F 00 FE 04 A5 00 289
8141 00 FE 04 27 00 295
8144 00 FE 04 27 00 307
8145 00 FF 04 A5 00 313
813F 00 FF 04 A5 00 322
8141 00 FF 04 27 00 328
8144 00 FF 04 27 00 340
8145 00 00 04 27 00   5
8147 00 00 04 27 00  11
8148 00 00 03 25 00  17
813D 00 00 03 25 00  26
813F 00 00 03 27 00  32
8141 00 00 03 27 00  38
8144 00 00 03 27 00  50
8145 00 01 03 25 00  56
813F 00 01 03 25 00  65
8141 00 01 03 27 00  71
8144 00 01 03 27 00  83
8145 00 02 03 25 00  89
813F 00 02 03 25 00  98
8141 00 02 03 27 00 104
8144 00 02 03 27 00 116
8145 00 03 03 25 00 122
813F 00 03 03 25 00 131
8141 00 03 03 27 00 137
8144 00 03 03 27 00 149
8145 00 04 03 25 00 155
813F 00 04 03 25 00 164
8141 00 04 03 27 00 170
8144 00 04 03 27 00 182
8145 00 05 03 25 00 188
813F 00 05 03 25 00 197
8141 00 05 03 27 00 203
8144 00 05 03 27 00 215
8145 00 06 03 25 00 221
813F 00 06 03 25 00 230
8141 00 06 03 27 00 236
8144 00 06 03 27 00 248
8145 00 07 03 25 00 254
813F 00 07 03 25 00 263
8141 00 07 03 27 00 269
8144 00 07 03 27 00 281
8145 00 08 03 25 00 287
813F 00 08 03 25 00 296
8141 00 08 03 27 00 302
8144 00 08 03 27 00 314
8145 00 09 03 25 00 320
813F 00 09 03 25 00 329
8141 00 09 03 27 00 335
8144 00 09 03 27 00   6
8145 00 0A 03 25 00  12
813F 00 0A 03 25 00  21
8141 00 0A 03 27 00  27
8144 00 0A 03 27 00  39
8145 00 0B 03 25 00  45
813F 00 0B 03 25 00  54
8141 00 0B 03 27 00  60
8144 00 0B 03 27 00  72
8145 00 0C 03 25 00  78
813F 00 0C 03 25 00  87
8141 00 0C 03 27 00  93
8144 00 0C 03 27 00 105
8145 00 0D 03 25 00 111
813F 00 0D 03 25 00 120
8141 00 0D 03 27 00 126
8144 00 0D 03 27 00 138
8145 00 0E 03 25 00 144
813F 00 0E 03 25 00 153
8141 00 0E 03 27 00 159
8144 00 0E 03 27 00 171
8145 00 0F 03 25 00 177
813F 00 0F 03 25 00 186
8141 00 0F 03 27 00 192
8144 00 0F 03 27 00 204
8145 00 10 03 25 00 210
813F 00 10 03 25 00 219
8141 00 10 03 27 00 225
8144 00 10 03 27 00 237
8145 00 11 03 25 00 243
813F 00 11 03 25 00 252
8141 00 11 03 27 00 258
8144 00 11 03 27 00 270
8145 00 12 03 25 00 276
813F 00 12 03 25 00 285
8141 00 12 03 27 00 291
8144 00 12 03 27 00 303
8145 00 13 03 25 00 309
813F 00 13 03 25 00 318
8141 00 13 03 27 00 324
8144 00 13 03 27 00 336
8145 00 14 03 25 00   1
813F 00 14 03 25 00  10
8141 00 14 03 27 00  16
8144 00 14 03 27 00  28
8145 00 15 03 25 00  34
813F 00 15 03 25 00  43
8141 00 15 03 27 00  49
8144 00 15 03 27 00  61
8145 00 16 03 25 00  67
813F 00 16 03 25 00  76
8141 00 16 03 27 00  82
8144 00 16 03 27 00  94
8145 00 17 03 25 00 100
813F 00 17 03 25 00 109
8141 00 17 03 27 00 115
8144 00 17 03 27 00 127
8145 00 18 03 25 00 133
813F 00 18 03 25 00 142
8141 00 18 03 27 00 148
8144 00 18 03 27 00 160
8145 00 19 03 25 00 166
813F 00 19 03 25 00 175
8141 00 19 03 27 00 181
8144 00 19 03 27 00 193
8145 00 1A 03 25 00 199
813F 00 1A 03 25 00 208
8141 00 1A 03 27 00 214
8144 00 1A 03 27 00 226
8145 00 1B 03 25 00 232
813F 00 1B 03 25 00 241
8141 00 1B 03 27 00 247
8144 00 1B 03 27 00 259
8145 00 1C 03 25 00 265
813F 00 1C 03 25 00 274
8141 00 1C 03 27 00 280
8144 00 1C 03 27 00 292
8145 00 1D 03 25 00 298
813F 00 1D 03 25 00 307
8141 00 1D 03 27 00 313
8144 00 1D 03 27 00 325
8145 00 1E 03 25 00 331
813F 00 1E 03 25 00 340
8141 00 1E 03 27 00   5
8144 00 1E 03 27 00  17
8145 00 1F 03 25 00  23
813F 00 1F 03 25 00  32
8141 00 1F 03 27 00  38
8144 00 1F 03 27 00  50
8145 00 20 03 25 00  56
813F 00 20 03 25 00  65
8141 00 20 03 27 00  71
8144 00 20 03 27 00  83
8145 00 21 03 25 00  89
813F 00 21 03 25 00  98
8141 00 21 03 27 00 104
8144 00 21 03 27 00 116
8145 00 22 03 25 00 122
813F 00 22 03 25 00 131
8141 00 22 03 27 00 137
8144 00 22 03 27 00 149
8145 00 23 03 25 00 155
813F 00 23 03 25 00 164
8141 00 23 03 27 00 170
8144 00 23 03 27 00 182
8145 00 24 03 25 00 188
813F 00 24 03 25 00 197
8141 00 24 03 27 00 203
8144 00 24 03 27 00 215
8145 00 25 03 25 00 221
813F 00 25 03 25 00 230
8141 00 25 03 27 00 236
8144 00 25 03 27 00 248
8145 00 26 03 25 00 254
813F 00 26 03 25 00 263
8141 00 26 03 27 00 269
8144 00 26 03 27 00 281
8145 00 27 03 25 00 287
813F 00 27 03 25 00 296
8141 00 27 03 27 00 302
8144 00 27 03 27 00 314
8145 00 28 03 25 00 320
813F 00 28 03 25 00 329
8141 00 28 03 27 00 335
8144 00 28 03 27 00   6
8145 00 29 03 25 00  12
813F 00 29 03 25 00  21
8141 00 29 03 27 00  27
8144 00 29 03 27 00  39
8145 00 2A 03 25 00  45
813F 00 2A 03 25 00  54
8141 00 2A 03 27 00  60
8144 00 2A 03 27 00  72
8145 00 2B 03 25 00  78
813F 00 2B 03 25 00  87
8141 00 2B 03 27 00  93
8144 00 2B 03 27 00 105
8145 00 2C 03 25 00 111
813F 00 2C 03 25 00 120
8141 00 2C 03 27 00 126
8144 00 2C 03 27 00 138
8145 00 2D 03 25 00 144
813F 00 2D 03 25 00 153
8141 00 2D 03 27 00 159
8144 00 2D 03 27 00 171
8145 00 2E 03 25 00 177
813F 00 2E 03 25 00 186
8141 00 2E 03 27 00 192
8144 00 2E 03 27 00 204
8145 00 2F 03 25 00 210
813F 00 2F 03 25 00 219
8141 00 2F 03 27 00 225
8144 00 2F 03 27 00 237
8145 00 30 03 25 00 243
813F 00 30 03 25 00 252
8141 00 30 03 27 00 258
8144 00 30 03 27 00 270
8145 00 31 03 25 00 276
813F 00 31 03 25 00 285
8141 00 31 03 27 00 291
8144 00 31 03 27 00 303
8145 00 32 03 25 00 309
813F 00 32 03 25 00 318
8141 00 32 03 27 00 324
8144 00 32 03 27 00 336
8145 00 33 03 25 00   1
813F 00 33 03 25 00  10
8141 00 33 03 27 00  16
8144 00 33 03 27 00  28
8145 00 34 03 25 00  34
813F 00 34 03 25 00  43
8141 00 34 03 27 00  49
8144 00 34 03 27 00  61
8145 00 35 03 25 00  67
813F 00 35 03 25 00  76
8141 00 35 03 27 00  82
8144 00 35 03 27 00  94
8145 00 36 03 25 00 100
813F 00 36 03 25 00 109
8141 00 36 03 27 00 115
8144 00 36 03 27 00 127
8145 00 37 03 25 00 133
813F 00 37 03 25 00 142
8141 00 37 03 27 00 148
8144 00 37 03 27 00 160
8145 00 38 03 25 00 166
813F 00 38 03 25 00 175
8141 00 38 03 27 00 181
8144 00 38 03 27 00 193
8145 00 39 03 25 00 199
813F 00 39 03 25 00 208
8141 00 39 03 27 00 214
8144 00 39 03 27 00 226
8145 00 3A 03 25 00 232
813F 00 3A 03 25 00 241
8141 00 3A 03 27 00 247
8144 00 3A 03 27 00 259
8145 00 3B 03 25 00 265
813F 00 3B 03 25 00 274
8141 00 3B 03 27 00 280
8144 00 3B 03 27 00 292
8145 00 3C 03 25 00 298
813F 00 3C 03 25 00 307
8141 00 3C 03 27 00 313
8144 00 3C 03 27 00 325
8145 00 3D 03 25 00 331
813F 00 3D 03 25 00 340
8141 00 3D 03 27 00   5
8144 00 3D 03 27 00  17
8145 00 3E 03 25 00  23
813F 00 3E 03 25 00  32
8141 00 3E 03 27 00  38
8144 00 3E 03 27 00  50
8145 00 3F 03 25 00  56
813F 00 3F 03 25 00  65
8141 00 3F 03 27 00  71
8144 00 3F 03 27 00  83
8145 00 40 03 25 00  89
813F 00 40 03 25 00  98
8141 00 40 03 27 00 104
8144 00 40 03 27 00 116
8145 00 41 03 25 00 122
813F 00 41 03 25 00 131
8141 00 41 03 27 00 137
8144 00 41 03 27 00 149
8145 00 42 03 25 00 155
813F 00 42 03 25 00 164
8141 00 42 03 27 00 170
8144 00 42 03 27 00 182
8145 00 43 03 25 00 188
813F 00 43 03 25 00 197
8141 00 43 03 27 00 203
8144 00 43 03 27 00 215
8145 00 44 03 25 00 221
813F 00 44 03 25 00 230
8141 00 44 03 27 00 236
8144 00 44 03 27 00 248
8145 00 45 03 25 00 254
813F 00 45 03 25 00 263
8141 00 45 03 27 00 269
8144 00 45 03 27 00 281
8145 00 46 03 25 00 287
813F 00 46 03 25 00 296
8141 00 46 03 27 00 302
8144 00 46 03 27 00 314
8145 00 47 03 25 00 320
813F 00 47 03 25 00 329
8141 00 47 03 27 00 335
8144 00 47 03 27 00   6
8145 00 48 03 25 00  12
813F 00 48 03 25 00  21
8141 00 48 03 27 00  27
8144 00 48 03 27 00  39
8145 00 49 03 25 00  45
813F 00 49 03 25 00  54
8141 00 49 03 27 00  60
8144 00 49 03 27 00  72
8145 00 4A 03 25 00  78
813F 00 4A 03 25 00  87
8141 00 4A 03 27 00  93
8144 00 4A 03 27 00 105
8145 00 4B 03 25 00 111
813F 00 4B 03 25 00 120
8141 00 4B 03 27 00 126
8144 00 4B 03 27 00 138
8145 00 4C 03 25 00 144
813F 00 4C 03 25 00 153
8141 00 4C 03 27 00 159
8144 00 4C 03 27 00 171
8145 00 4D 03 25 00 177
813F 00 4D 03 25 00 186
8141 00 4D 03 27 00 192
8144 00 4D 03 27 00 204
8145 00 4E 03 25 00 210
813F 00 4E 03 25 00 219
8141 00 4E 03 27 00 225
8144 00 4E 03 27 00 237
8145 00 4F 03 25 00 243
813F 00 4F 03 25 00 252
8141 00 4F 03 27 00 258
8144 00 4F 03 27 00 270
8145 00 50 03 25 00 276
813F 00 50 03 25 00 285
8141 00 50 03 27 00 291
8144 00 50 03 27 00 303
8145 00 51 03 25 00 309
813F 00 51 03 25 00 318
8141 00 51 03 27 00 324
8144 00 51 03 27 00 336
8145 00 52 03 25 00   1
813F 00 52 03 25 00  10
8141 00 52 03 27 00  16
8144 00 52 03 27 00  28
8145 00 53 03 25 00  34
813F 00 53 03 25 00  43
8141 00 53 03 27 00  49
8144 00 53 03 27 00  61
8145 00 54 03 25 00  67
813F 00 54 03 25 00  76
8141 00 54 03 27 00  82
8144 00 54 03 27 00  94
8145 00 55 03 25 00 100
813F 00 55 03 25 00 109
8141 00 55 03 27 00 115
8144 00 55 03 27 00 127
8145 00 56 03 25 00 133
813F 00 56 03 25 00 142
8141 00 56 03 27 00 148
8144 00 56 03 27 00 160
8145 00 57 03 25 00 166
813F 00 57 03 25 00 175
8141 00 57 03 27 00 181
8144 00 57 03 27 00 193
8145 00 58 03 25 00 199
813F 00 58 03 25 00 208
8141 00 58 03 27 00 214
8144 00 58 03 27 00 226
8145 00 59 03 25 00 232
813F 00 59 03 25 00 241
8141 00 59 03 27 00 247
8144 00 59 03 27 00 259
8145 00 5A 03 25 00 265
813F 00 5A 03 25 00 274
8141 00 5A 03 27 00 280
8144 00 5A 03 27 00 292
8145 00 5B 03 25 00 298
813F 00 5B 03 25 00 307
8141 00 5B 03 27 00 313
8144 00 5B 03 27 00 325
8145 00 5C 03 25 00 331
813F 00 5C 03 25 00 340
8141 00 5C 03 27 00   5
8144 00 5C 03 27 00  17
8145 00 5D 03 25 00  23
813F 00 5D 03 25 00  32
8141 00 5D 03 27 00  38
8144 00 5D 03 27 00  50
8145 00 5E 03 25 00  56
813F 00 5E 03 25 00  65
8141 00 5E 03 27 00  71
8144 00 5E 03 27 00  83
8145 00 5F 03 25 00  89
813F 00 5F 03 25 00  98
8141 00 5F 03 27 00 104
8144 00 5F 03 27 00 116
8145 00 60 03 25 00 122
813F 00 60 03 25 00 131
8141 00 60 03 27 00 137
8144 00 60 03 27 00 149
8145 00 61 03 25 00 155
813F 00 61 03 25 00 164
8141 00 61 03 27 00 170
8144 00 61 03 27 00 182
8145 00 62 03 25 00 188
813F 00 62 03 25 00 197
8141 00 62 03 27 00 203
8144 00 62 03 27 00 215
8145 00 63 03 25 00 221
813F 00 63 03 25 00 230
8141 00 63 03 27 00 236
8144 00 63 03 27 00 248
8145 00 64 03 25 00 254
813F 00 64 03 25 00 263
8141 00 64 03 27 00 269
8144 00 64 03 27 00 281
8145 00 65 03 25 00 287
813F 00 65 03 25 00 296
8141 00 65 03 27 00 302
8144 00 65 03 27 00 314
8145 00 66 03 25 00 320
813F 00 66 03 25 00 329
8141 00 66 03 27 00 335
8144 00 66 03 27 00   6
8145 00 67 03 25 00  12
813F 00 67 03 25 00  21
8141 00 67 03 27 00  27
8144 00 67 03 27 00  39
8145 00 68 03 25 00  45
813F 00 68 03 25 00  54
8141 00 68 03 27 00  60
8144 00 68 03 27 00  72
8145 00 69 03 25 00  78
813F 00 69 03 25 00  87
8141 00 69 03 27 00  93
8144 00 69 03 27 00 105
8145 00 6A 03 25 00 111
813F 00 6A 03 25 00 120
8141 00 6A 03 27 00 126
8144 00 6A 03 27 00 138
8145 00 6B 03 25 00 144
813F 00 6B 03 25 00 153
8141 00 6B 03 27 00 159
8144 00 6B 03 27 00 171
8145 00 6C 03 25 00 177
813F 00 6C 03 25 00 186
8141 00 6C 03 27 00 192
8144 00 6C 03 27 00 204
8145 00 6D 03 25 00 210
813F 00 6D 03 25 00 219
8141 00 6D 03 27 00 225
8144 00 6D 03 27 00 237
8145 00 6E 03 25 00 243
813F 00 6E 03 25 00 252
8141 00 6E 03 27 00 258
8144 00 6E 03 27 00 270
8145 00 6F 03 25 00 276
813F 00 6F 03 25 00 285
8141 00 6F 03 27 00 291
8144 00 6F 03 27 00 303
8145 00 70 03 25 00 309
813F 00 70 03 25 00 318
8141 00 70 03 27 00 324
8144 00 70 03 27 00 336
8145 00 71 03 25 00   1
813F 00 71 03 25 00  10
8141 00 71 03 27 00  16
8144 00 71 03 27 00  28
8145 00 72 03 25 00  34
813F 00 72 03 25 00  43
8141 00 72 03 27 00  49
8144 00 72 03 27 00  61
8145 00 73 03 25 00  67
813F 00 73 03 25 00  76
8141 00 73 03 27 00  82
8144 00 73 03 27 00  94
8145 00 74 03 25 00 100
813F 00 74 03 25 00 109
8141 00 74 03 27 00 115
8144 00 74 03 27 00 127
8145 00 75 03 25 00 133
813F 00 75 03 25 00 142
8141 00 75 03 27 00 148
8144 00 75 03 27 00 160
8145 00 76 03 25 00 166
813F 00 76 03 25 00 175
8141 00 76 03 27 00 181
8144 00 76 03 27 00 193
8145 00 77 03 25 00 199
813F 00 77 03 25 00 208
8141 00 77 03 27 00 214
8144 00 77 03 27 00 226
8145 00 78 03 25 00 232
813F 00 78 03 25 00 241
8141 00 78 03 27 00 247
8144 00 78 03 27 00 259
8145 00 79 03 25 00 265
813F 00 79 03 25 00 274
8141 00 79 03 27 00 280
8144 00 79 03 27 00 292
8145 00 7A 03 25 00 298
813F 00 7A 03 25 00 307
8141 00 7A 03 27 00 313
8144 00 7A 03 27 00 325
8145 00 7B 03 25 00 331
813F 00 7B 03 25 00 340
8141 00 7B 03 27 00   5
8144 00 7B 03 27 00  17
8145 00 7C 03 25 00  23
813F 00 7C 03 25 00  32
8141 00 7C 03 27 00  38
8144 00 7C 03 27 00  50
8145 00 7D 03 25 00  56
813F 00 7D 03 25 00  65
8141 00 7D 03 27 00  71
8144 00 7D 03 27 00  83
8145 00 7E 03 25 00  89
813F 00 7E 03 25 00  98
8141 00 7E 03 27 00 104
8144 00 7E 03 27 00 116
8145 00 7F 03 25 00 122
813F 00 7F 03 25 00 131
8141 00 7F 03 27 00 137
8144 00 7F 03 27 00 149
8145 00 80 03 A5 00 155
813F 00 80 03 A5 00 164
8141 00 80 03 27 00 170
8144 00 80 03 27 00 182
8145 00 81 03 A5 00 188
813F 00 81 03 A5 00 197
8141 00 81 03 27 00 203
8144 00 81 03 27 00 215
8145 00 82 03 A5 00 221
813F 00 82 03 A5 00 230
8141 00 82 03 27 00 236
8144 00 82 03 27 00 248
8145 00 83 03 A5 00 254
813F 00 83 03 A5 00 263
8141 00 83 03 27 00 269
8144 00 83 03 27 00 281
8145 00 84 03 A5 00 287
813F 00 84 03 A5 00 296
8141 00 84 03 27 00 302
8144 00 84 03 27 00 314
8145 00 85 03 A5 00 320
813F 00 85 03 A5 00 329
8141 00 85 03 27 00 335
8144 00 85 03 27 00   6
8145 00 86 03 A5 00  12
813F 00 86 03 A5 00  21
8141 00 86 03 27 00  27
8144 00 86 03 27 00  39
8145 00 87 03 A5 00  45
813F 00 87 03 A5 00  54
8141 00 87 03 27 00  60
8144 00 87 03 27 00  72
8145 00 88 03 A5 00  78
813F 00 88 03 A5 00  87
8141 00 88 03 27 00  93
8144 00 88 03 27 00 105
8145 00 89 03 A5 00 111
813F 00 89 03 A5 00 120
8141 00 89 03 27 00 126
8144 00 89 03 27 00 138
8145 00 8A 03 A5 00 144
813F 00 8A 03 A5 00 153
8141 00 8A 03 27 00 159
8144 00 8A 03 27 00 171
8145 00 8B 03 A5 00 177
813F 00 8B 03 A5 00 186
8141 00 8B 03 27 00 192
8144 00 8B 03 27 00 204
8145 00 8C 03 A5 00 210
813F 00 8C 03 A5 00 219
8141 00 8C 03 27 00 225
8144 00 8C 03 27 00 237
8145 00 8D 03 A5 00 243
813F 00 8D 03 A5 00 252
8141 00 8D 03 27 00 258
8144 00 8D 03 27 00 270
8145 00 8E 03 A5 00 276
813F 00 8E 03 A5 00 285
8141 00 8E 03 27 00 291
8144 00 8E 03 27 00 303
8145 00 8F 03 A5 00 309
813F 00 8F 03 A5 00 318
8141 00 8F 03 27 00 324
8144 00 8F 03 27 00 336
8145 00 90 03 A5 00   1
813F 00 90 03 A5 00  10
8141 00 90 03 27 00  16
8144 00 90 03 27 00  28
8145 00 91 03 A5 00  34
813F 00 91 03 A5 00  43
8141 00 91 03 27 00  49
8144 00 91 03 27 00  61
8145 00 92 03 A5 00  67
813F 00 92 03 A5 00  76
8141 00 92 03 27 00  82
8144 00 92 03 27 00  94
8145 00 93 03 A5 00 100
813F 00 93 03 A5 00 109
8141 00 93 03 27 00 115
8144 00 93 03 27 00 127
8145 00 94 03 A5 00 133
813F 00 94 03 A5 00 142
8141 00 94 03 27 00 148
8144 00 94 03 27 00 160
8145 00 95 03 A5 00 166
813F 00 95 03 A5 00 175
8141 00 95 03 27 00 181
8144 00 95 03 27 00 193
8145 00 96 03 A5 00 199
813F 00 96 03 A5 00 208
8141 00 96 03 27 00 214
8144 00 96 03 27 00 226
8145 00 97 03 A5 00 232
813F 00 97 03 A5 00 241
8141 00 97 03 27 00 247
8144 00 97 03 27 00 259
8145 00 98 03 A5 00 265
813F 00 98 03 A5 00 274
8141 00 98 03 27 00 280
8144 00 98 03 27 00 292
8145 00 99 03 A5 00 298
813F 00 99 03 A5 00 307
8141 00 99 03 27 00 313
8144 00 99 03 27 00 325
8145 00 9A 03 A5 00 331
813F 00 9A 03 A5 00 340
8141 00 9A 03 27 00   5
8144 00 9A 03 27 00  17
